facet,facet_value,year,value,confidence95_lower,confidence95_upper
Altersgruppen,10-17 Jahre,1991,0.1103141,0.0988673,0.1217608
Altersgruppen,10-17 Jahre,1992,0.1144467,0.0998616,0.1290318
Altersgruppen,10-17 Jahre,1993,0.1183335,0.1014276,0.1352395
Altersgruppen,10-17 Jahre,1994,0.1660906,0.1389427,0.1932384
Altersgruppen,10-17 Jahre,1995,0.1523905,0.1342691,0.170512
Altersgruppen,10-17 Jahre,1996,0.1447955,0.1298897,0.1597013
Altersgruppen,10-17 Jahre,1997,0.1267309,0.1126075,0.1408543
Altersgruppen,10-17 Jahre,1998,0.1401318,0.1234849,0.1567787
Altersgruppen,10-17 Jahre,1999,0.1347862,0.1216339,0.1479384
Altersgruppen,10-17 Jahre,2000,0.1512496,0.1255102,0.176989
Altersgruppen,10-17 Jahre,2001,0.1591024,0.1416986,0.1765061
Altersgruppen,10-17 Jahre,2002,0.1729736,0.1609662,0.1849809
Altersgruppen,10-17 Jahre,2003,0.1609289,0.1448542,0.1770036
Altersgruppen,10-17 Jahre,2004,0.1709856,0.1402922,0.2016791
Altersgruppen,10-17 Jahre,2005,0.177781,0.1562779,0.1992841
Altersgruppen,10-17 Jahre,2006,0.1754809,0.1473651,0.2035968
Altersgruppen,10-17 Jahre,2007,0.1775889,0.1602149,0.1949629
Altersgruppen,10-17 Jahre,2008,0.1733098,0.1389555,0.2076642
Altersgruppen,10-17 Jahre,2009,0.190982,0.1662125,0.2157514
Altersgruppen,10-17 Jahre,2010,0.1595408,0.1428235,0.1762581
Altersgruppen,10-17 Jahre,2011,0.1616859,0.1384633,0.1849084
Altersgruppen,10-17 Jahre,2012,0.1807068,0.1683194,0.1930943
Altersgruppen,10-17 Jahre,2013,0.1787266,0.1617585,0.1956947
Altersgruppen,18-24 Jahre,1991,0.1149587,0.0976814,0.132236
Altersgruppen,18-24 Jahre,1992,0.1527965,0.1312071,0.1743859
Altersgruppen,18-24 Jahre,1993,0.1360915,0.1089853,0.1631976
Altersgruppen,18-24 Jahre,1994,0.1773446,0.151363,0.2033262
Altersgruppen,18-24 Jahre,1995,0.1763911,0.152784,0.1999982
Altersgruppen,18-24 Jahre,1996,0.1703072,0.1326386,0.2079757
Altersgruppen,18-24 Jahre,1997,0.1851424,0.1598735,0.2104113
Altersgruppen,18-24 Jahre,1998,0.1759783,0.1658417,0.1861148
Altersgruppen,18-24 Jahre,1999,0.1750382,0.1585612,0.1915152
Altersgruppen,18-24 Jahre,2000,0.1780157,0.155227,0.2008044
Altersgruppen,18-24 Jahre,2001,0.1943691,0.1752805,0.2134578
Altersgruppen,18-24 Jahre,2002,0.1959988,0.1802087,0.2117888
Altersgruppen,18-24 Jahre,2003,0.2123022,0.1775916,0.2470128
Altersgruppen,18-24 Jahre,2004,0.239191,0.2146433,0.2637386
Altersgruppen,18-24 Jahre,2005,0.2365103,0.2009682,0.2720525
Altersgruppen,18-24 Jahre,2006,0.2365395,0.2105954,0.2624835
Altersgruppen,18-24 Jahre,2007,0.2415927,0.2234807,0.2597047
Altersgruppen,18-24 Jahre,2008,0.238845,0.2113785,0.2663115
Altersgruppen,18-24 Jahre,2009,0.2265323,0.2012276,0.2518371
Altersgruppen,18-24 Jahre,2010,0.2064113,0.1767193,0.2361033
Altersgruppen,18-24 Jahre,2011,0.1995867,0.1668882,0.2322852
Altersgruppen,18-24 Jahre,2012,0.214135,0.180706,0.2475639
Altersgruppen,18-24 Jahre,2013,0.2327349,0.2109195,0.2545504
Altersgruppen,25-34 Jahre,1991,0.0867753,0.077624,0.0959267
Altersgruppen,25-34 Jahre,1992,0.097651,0.0863582,0.1089439
Altersgruppen,25-34 Jahre,1993,0.0939243,0.0839735,0.1038751
Altersgruppen,25-34 Jahre,1994,0.1285053,0.1161452,0.1408655
Altersgruppen,25-34 Jahre,1995,0.1112592,0.0930839,0.1294346
Altersgruppen,25-34 Jahre,1996,0.1122181,0.0943469,0.1300893
Altersgruppen,25-34 Jahre,1997,0.1077911,0.0838136,0.1317687
Altersgruppen,25-34 Jahre,1998,0.1122993,0.0916545,0.1329441
Altersgruppen,25-34 Jahre,1999,0.1040782,0.0914521,0.1167043
Altersgruppen,25-34 Jahre,2000,0.129809,0.1139118,0.1457062
Altersgruppen,25-34 Jahre,2001,0.1261003,0.1015588,0.1506419
Altersgruppen,25-34 Jahre,2002,0.1421516,0.1251465,0.1591567
Altersgruppen,25-34 Jahre,2003,0.1503387,0.131042,0.1696354
Altersgruppen,25-34 Jahre,2004,0.1604512,0.1346289,0.1862736
Altersgruppen,25-34 Jahre,2005,0.1641818,0.1394479,0.1889158
Altersgruppen,25-34 Jahre,2006,0.1672835,0.1322674,0.2022997
Altersgruppen,25-34 Jahre,2007,0.1721307,0.1474709,0.1967906
Altersgruppen,25-34 Jahre,2008,0.1704253,0.1569455,0.1839051
Altersgruppen,25-34 Jahre,2009,0.1725148,0.1377231,0.2073066
Altersgruppen,25-34 Jahre,2010,0.1794904,0.1549483,0.2040325
Altersgruppen,25-34 Jahre,2011,0.173531,0.1535031,0.193559
Altersgruppen,25-34 Jahre,2012,0.1755347,0.1494508,0.2016186
Altersgruppen,25-34 Jahre,2013,0.2072789,0.1796681,0.2348897
Altersgruppen,35-44 Jahre,1991,0.0693864,0.059421,0.0793517
Altersgruppen,35-44 Jahre,1992,0.0687824,0.0592944,0.0782705
Altersgruppen,35-44 Jahre,1993,0.0713108,0.0621511,0.0804704
Altersgruppen,35-44 Jahre,1994,0.1043853,0.0858449,0.1229256
Altersgruppen,35-44 Jahre,1995,0.0865811,0.0714308,0.1017313
Altersgruppen,35-44 Jahre,1996,0.0743165,0.0648973,0.0837356
Altersgruppen,35-44 Jahre,1997,0.0744885,0.0635105,0.0854665
Altersgruppen,35-44 Jahre,1998,0.0839988,0.0766831,0.0913145
Altersgruppen,35-44 Jahre,1999,0.0822553,0.0684741,0.0960366
Altersgruppen,35-44 Jahre,2000,0.0828972,0.0693838,0.0964106
Altersgruppen,35-44 Jahre,2001,0.0987776,0.0814356,0.1161196
Altersgruppen,35-44 Jahre,2002,0.1031883,0.0887613,0.1176153
Altersgruppen,35-44 Jahre,2003,0.1021063,0.0891186,0.115094
Altersgruppen,35-44 Jahre,2004,0.1155731,0.0986213,0.1325249
Altersgruppen,35-44 Jahre,2005,0.1134973,0.0897973,0.1371972
Altersgruppen,35-44 Jahre,2006,0.1087751,0.0893223,0.128228
Altersgruppen,35-44 Jahre,2007,0.1057648,0.0943922,0.1171375
Altersgruppen,35-44 Jahre,2008,0.1040924,0.0792424,0.1289424
Altersgruppen,35-44 Jahre,2009,0.1067499,0.0834467,0.130053
Altersgruppen,35-44 Jahre,2010,0.102552,0.0867298,0.1183743
Altersgruppen,35-44 Jahre,2011,0.1151283,0.1015766,0.1286801
Altersgruppen,35-44 Jahre,2012,0.1157306,0.1043149,0.1271464
Altersgruppen,35-44 Jahre,2013,0.1263487,0.1140644,0.1386328
Altersgruppen,45-54 Jahre,1991,0.0519012,0.0408891,0.0629134
Altersgruppen,45-54 Jahre,1992,0.0518111,0.0400965,0.0635257
Altersgruppen,45-54 Jahre,1993,0.0567192,0.038037,0.0754013
Altersgruppen,45-54 Jahre,1994,0.066202,0.0464915,0.0859125
Altersgruppen,45-54 Jahre,1995,0.0800552,0.063327,0.0967834
Altersgruppen,45-54 Jahre,1996,0.0584573,0.042415,0.0744996
Altersgruppen,45-54 Jahre,1997,0.0651538,0.0546266,0.0756809
Altersgruppen,45-54 Jahre,1998,0.0606324,0.053457,0.0678077
Altersgruppen,45-54 Jahre,1999,0.0602093,0.0443629,0.0760557
Altersgruppen,45-54 Jahre,2000,0.0676765,0.058082,0.0772709
Altersgruppen,45-54 Jahre,2001,0.0892479,0.08161,0.0968859
Altersgruppen,45-54 Jahre,2002,0.0888779,0.0729007,0.1048551
Altersgruppen,45-54 Jahre,2003,0.0912521,0.0772418,0.1052623
Altersgruppen,45-54 Jahre,2004,0.1005995,0.090543,0.110656
Altersgruppen,45-54 Jahre,2005,0.1214144,0.1005947,0.1422341
Altersgruppen,45-54 Jahre,2006,0.1097269,0.0916692,0.1277846
Altersgruppen,45-54 Jahre,2007,0.1086509,0.0938473,0.1234545
Altersgruppen,45-54 Jahre,2008,0.1120218,0.0992103,0.1248332
Altersgruppen,45-54 Jahre,2009,0.1089394,0.090693,0.1271857
Altersgruppen,45-54 Jahre,2010,0.0983224,0.0740485,0.1225962
Altersgruppen,45-54 Jahre,2011,0.0981587,0.0857625,0.1105549
Altersgruppen,45-54 Jahre,2012,0.0998265,0.0853865,0.1142664
Altersgruppen,45-54 Jahre,2013,0.1011192,0.0856697,0.1165688
Altersgruppen,55-64 Jahre,1991,0.1182535,0.1024424,0.1340645
Altersgruppen,55-64 Jahre,1992,0.1306121,0.1203643,0.1408598
Altersgruppen,55-64 Jahre,1993,0.1288616,0.1162143,0.1415089
Altersgruppen,55-64 Jahre,1994,0.1044398,0.0930098,0.1158698
Altersgruppen,55-64 Jahre,1995,0.0962246,0.0885434,0.1039057
Altersgruppen,55-64 Jahre,1996,0.1012987,0.0870201,0.1155773
Altersgruppen,55-64 Jahre,1997,0.0857392,0.0631726,0.1083059
Altersgruppen,55-64 Jahre,1998,0.0718789,0.0585989,0.085159
Altersgruppen,55-64 Jahre,1999,0.1075957,0.08501,0.1301813
Altersgruppen,55-64 Jahre,2000,0.1104998,0.0915587,0.1294409
Altersgruppen,55-64 Jahre,2001,0.1069041,0.0929077,0.1209005
Altersgruppen,55-64 Jahre,2002,0.1157569,0.1074582,0.1240555
Altersgruppen,55-64 Jahre,2003,0.1145,0.0993982,0.1296018
Altersgruppen,55-64 Jahre,2004,0.1136019,0.0966733,0.1305306
Altersgruppen,55-64 Jahre,2005,0.1095654,0.0927926,0.1263381
Altersgruppen,55-64 Jahre,2006,0.1112707,0.0965026,0.1260388
Altersgruppen,55-64 Jahre,2007,0.1257263,0.1041938,0.1472588
Altersgruppen,55-64 Jahre,2008,0.1348613,0.1034827,0.1662399
Altersgruppen,55-64 Jahre,2009,0.1444334,0.1289082,0.1599585
Altersgruppen,55-64 Jahre,2010,0.1324319,0.1191136,0.1457501
Altersgruppen,55-64 Jahre,2011,0.134944,0.1145926,0.1552955
Altersgruppen,55-64 Jahre,2012,0.1404283,0.1211091,0.1597476
Altersgruppen,55-64 Jahre,2013,0.1396718,0.1115017,0.1678419
Altersgruppen,65-74 Jahre,1991,0.1659982,0.1343811,0.1976153
Altersgruppen,65-74 Jahre,1992,0.1447216,0.1099964,0.1794468
Altersgruppen,65-74 Jahre,1993,0.1292806,0.1057374,0.1528239
Altersgruppen,65-74 Jahre,1994,0.1122427,0.0916258,0.1328595
Altersgruppen,65-74 Jahre,1995,0.1117086,0.0940562,0.129361
Altersgruppen,65-74 Jahre,1996,0.1120534,0.0957566,0.1283503
Altersgruppen,65-74 Jahre,1997,0.1007497,0.0847984,0.1167009
Altersgruppen,65-74 Jahre,1998,0.1075896,0.0872153,0.127964
Altersgruppen,65-74 Jahre,1999,0.0963831,0.0812528,0.1115134
Altersgruppen,65-74 Jahre,2000,0.1134129,0.1023898,0.124436
Altersgruppen,65-74 Jahre,2001,0.1137632,0.0991335,0.1283929
Altersgruppen,65-74 Jahre,2002,0.1105408,0.0965065,0.1245751
Altersgruppen,65-74 Jahre,2003,0.1091435,0.0975109,0.1207761
Altersgruppen,65-74 Jahre,2004,0.1143777,0.0996421,0.1291133
Altersgruppen,65-74 Jahre,2005,0.1168341,0.1071847,0.1264834
Altersgruppen,65-74 Jahre,2006,0.1143346,0.0991482,0.1295211
Altersgruppen,65-74 Jahre,2007,0.1235734,0.1099598,0.1371871
Altersgruppen,65-74 Jahre,2008,0.1391526,0.1188685,0.1594367
Altersgruppen,65-74 Jahre,2009,0.1388332,0.124722,0.1529444
Altersgruppen,65-74 Jahre,2010,0.133554,0.1136825,0.1534255
Altersgruppen,65-74 Jahre,2011,0.1232517,0.1048274,0.141676
Altersgruppen,65-74 Jahre,2012,0.1351572,0.1141964,0.1561181
Altersgruppen,65-74 Jahre,2013,0.1229769,0.1068501,0.1391038
Altersgruppen,über 74 Jahre,1991,0.2733174,0.2306818,0.3159529
Altersgruppen,über 74 Jahre,1992,0.2232767,0.1717499,0.2748036
Altersgruppen,über 74 Jahre,1993,0.1917271,0.1574587,0.2259955
Altersgruppen,über 74 Jahre,1994,0.154529,0.1173677,0.1916903
Altersgruppen,über 74 Jahre,1995,0.1598747,0.1208317,0.1989176
Altersgruppen,über 74 Jahre,1996,0.1314513,0.1081018,0.1548007
Altersgruppen,über 74 Jahre,1997,0.1292145,0.0824219,0.1760072
Altersgruppen,über 74 Jahre,1998,0.113421,0.0697336,0.1571083
Altersgruppen,über 74 Jahre,1999,0.1216593,0.1048591,0.1384596
Altersgruppen,über 74 Jahre,2000,0.1306118,0.1183809,0.1428427
Altersgruppen,über 74 Jahre,2001,0.1370215,0.118748,0.1552949
Altersgruppen,über 74 Jahre,2002,0.1393806,0.1143694,0.1643918
Altersgruppen,über 74 Jahre,2003,0.1508417,0.130007,0.1716763
Altersgruppen,über 74 Jahre,2004,0.1271861,0.1013848,0.1529873
Altersgruppen,über 74 Jahre,2005,0.1207655,0.1044358,0.1370953
Altersgruppen,über 74 Jahre,2006,0.1276135,0.1131511,0.1420759
Altersgruppen,über 74 Jahre,2007,0.1444784,0.1040628,0.1848939
Altersgruppen,über 74 Jahre,2008,0.1764686,0.154444,0.1984931
Altersgruppen,über 74 Jahre,2009,0.1687364,0.1550021,0.1824707
Altersgruppen,über 74 Jahre,2010,0.1525771,0.1269034,0.1782507
Altersgruppen,über 74 Jahre,2011,0.1517902,0.1388,0.1647805
Altersgruppen,über 74 Jahre,2012,0.1369806,0.1285649,0.1453963
Altersgruppen,über 74 Jahre,2013,0.1307265,0.1178342,0.1436189
Umverteilung,Vor Steuern und Transfers,1991,0.2801644,0.2693795,0.2909493
Umverteilung,Vor Steuern und Transfers,1992,0.2972525,0.2870255,0.3074794
Umverteilung,Vor Steuern und Transfers,1993,0.2990873,0.2890897,0.309085
Umverteilung,Vor Steuern und Transfers,1994,0.3193319,0.305429,0.3332347
Umverteilung,Vor Steuern und Transfers,1995,0.3164228,0.3029797,0.3298658
Umverteilung,Vor Steuern und Transfers,1996,0.3195591,0.3108188,0.3282993
Umverteilung,Vor Steuern und Transfers,1997,0.322355,0.3107203,0.3339897
Umverteilung,Vor Steuern und Transfers,1998,0.316635,0.3063705,0.3268995
Umverteilung,Vor Steuern und Transfers,1999,0.3255382,0.3179752,0.3331011
Umverteilung,Vor Steuern und Transfers,2000,0.3277748,0.3188679,0.3366817
Umverteilung,Vor Steuern und Transfers,2001,0.3309991,0.3212535,0.3407448
Umverteilung,Vor Steuern und Transfers,2002,0.3402805,0.3335398,0.3470213
Umverteilung,Vor Steuern und Transfers,2003,0.3416873,0.3344669,0.3489077
Umverteilung,Vor Steuern und Transfers,2004,0.3461895,0.3361936,0.3561853
Umverteilung,Vor Steuern und Transfers,2005,0.34785,0.3340928,0.3616071
Umverteilung,Vor Steuern und Transfers,2006,0.3519686,0.3417228,0.3622144
Umverteilung,Vor Steuern und Transfers,2007,0.3456806,0.3325988,0.3587623
Umverteilung,Vor Steuern und Transfers,2008,0.3397703,0.3292379,0.3503026
Umverteilung,Vor Steuern und Transfers,2009,0.3411495,0.3314428,0.3508561
Umverteilung,Vor Steuern und Transfers,2010,0.348938,0.3333414,0.3645345
Umverteilung,Vor Steuern und Transfers,2011,0.3431491,0.3347264,0.3515718
Umverteilung,Vor Steuern und Transfers,2012,0.3427023,0.3346998,0.3507048
Umverteilung,Vor Steuern und Transfers,2013,0.3505108,0.3418725,0.3591489
