facet,facet_value,year,value,confidence95_lower,confidence95_upper
Haushaltstyp,Paar 2 Kinder,2012,0.2449751,0.2387036,0.2512466
Haushaltstyp,Paar 2 Kinder,2013,0.2274197,0.2191630,0.2356765
Haushaltstyp,Paar 2 Kinder,2014,0.2335892,0.2207277,0.2464507
Haushaltstyp,Paar 3+ Kinder,1991,0.1830902,0.1759337,0.1902467
Haushaltstyp,Paar 3+ Kinder,1992,0.2034462,0.1907799,0.2161125
Haushaltstyp,Paar 3+ Kinder,1993,0.2071920,0.1870568,0.2273271
Haushaltstyp,Paar 3+ Kinder,1994,0.2424256,0.2189261,0.2659250
Haushaltstyp,Paar 3+ Kinder,1995,0.2472503,0.2258100,0.2686906
Haushaltstyp,Paar 3+ Kinder,1996,0.2359886,0.2139349,0.2580423
Haushaltstyp,Paar 3+ Kinder,1997,0.2289762,0.2145316,0.2434208
Haushaltstyp,Paar 3+ Kinder,1998,0.2340892,0.2177640,0.2504145
Haushaltstyp,Paar 3+ Kinder,1999,0.2331028,0.2204086,0.2457969
Haushaltstyp,Paar 3+ Kinder,2000,0.2441488,0.2257636,0.2625339
Haushaltstyp,Paar 3+ Kinder,2001,0.2546609,0.2357106,0.2736113
Haushaltstyp,Paar 3+ Kinder,2002,0.2591850,0.2356676,0.2827024
Haushaltstyp,Paar 3+ Kinder,2003,0.2549205,0.2304625,0.2793786
Haushaltstyp,Paar 3+ Kinder,2004,0.2613187,0.2475166,0.2751208
Haushaltstyp,Paar 3+ Kinder,2005,0.2520013,0.2369291,0.2670736
Haushaltstyp,Paar 3+ Kinder,2006,0.2603239,0.2392849,0.2813629
Haushaltstyp,Paar 3+ Kinder,2007,0.2551842,0.2318792,0.2784892
Haushaltstyp,Paar 3+ Kinder,2008,0.2662329,0.2500983,0.2823675
Haushaltstyp,Paar 3+ Kinder,2009,0.2482844,0.2257937,0.2707752
Haushaltstyp,Paar 3+ Kinder,2010,0.2524439,0.2402561,0.2646317
Haushaltstyp,Paar 3+ Kinder,2011,0.2525881,0.2389234,0.2662527
Haushaltstyp,Paar 3+ Kinder,2012,0.2511530,0.2351075,0.2671985
Haushaltstyp,Paar 3+ Kinder,2013,0.2441996,0.2360194,0.2523798
Haushaltstyp,Paar 3+ Kinder,2014,0.2423861,0.2274656,0.2573066
