region,year,gender,at_age,value
Westdeutsche Bundesländer,1978,Mann,65,12.66
Westdeutsche Bundesländer,1979,Mann,0,69.66
Westdeutsche Bundesländer,1979,Mann,65,12.92
Westdeutsche Bundesländer,1980,Mann,0,69.87
Westdeutsche Bundesländer,1980,Mann,65,12.97
Westdeutsche Bundesländer,1981,Mann,0,70.14
Westdeutsche Bundesländer,1981,Mann,65,13.03
Westdeutsche Bundesländer,1982,Mann,0,70.47
Westdeutsche Bundesländer,1982,Mann,65,13.2
Westdeutsche Bundesländer,1983,Mann,0,70.73
Westdeutsche Bundesländer,1983,Mann,65,13.27
Westdeutsche Bundesländer,1984,Mann,0,71.29
Westdeutsche Bundesländer,1984,Mann,65,13.55
Westdeutsche Bundesländer,1985,Mann,0,71.49
Westdeutsche Bundesländer,1985,Mann,65,13.55
Westdeutsche Bundesländer,1986,Mann,0,71.77
Westdeutsche Bundesländer,1986,Mann,65,13.73
Westdeutsche Bundesländer,1987,Mann,0,72.14
Westdeutsche Bundesländer,1987,Mann,65,13.98
Westdeutsche Bundesländer,1988,Mann,0,72.41
Westdeutsche Bundesländer,1988,Mann,65,14.15
Westdeutsche Bundesländer,1989,Mann,0,72.56
Westdeutsche Bundesländer,1989,Mann,65,14.19
Westdeutsche Bundesländer,1990,Mann,0,72.61
Westdeutsche Bundesländer,1990,Mann,65,14.21
Westdeutsche Bundesländer,1991,Mann,0,72.76
Westdeutsche Bundesländer,1991,Mann,65,14.38
Westdeutsche Bundesländer,1992,Mann,0,73.15
Westdeutsche Bundesländer,1992,Mann,65,14.6
Westdeutsche Bundesländer,1993,Mann,0,73.19
Westdeutsche Bundesländer,1993,Mann,65,14.54
Westdeutsche Bundesländer,1994,Mann,0,73.49
Westdeutsche Bundesländer,1994,Mann,65,14.75
Westdeutsche Bundesländer,1995,Mann,0,73.59
Westdeutsche Bundesländer,1995,Mann,65,14.74
Westdeutsche Bundesländer,1996,Mann,0,73.84
Westdeutsche Bundesländer,1996,Mann,65,14.86
Westdeutsche Bundesländer,1997,Mann,0,74.24
Westdeutsche Bundesländer,1997,Mann,65,15.11
Westdeutsche Bundesländer,1998,Mann,0,74.6
Westdeutsche Bundesländer,1998,Mann,65,15.27
Westdeutsche Bundesländer,1999,Mann,0,74.83
Westdeutsche Bundesländer,1999,Mann,65,15.43
Westdeutsche Bundesländer,2000,Mann,0,75.12
Westdeutsche Bundesländer,2000,Mann,65,15.65
Westdeutsche Bundesländer,2001,Mann,0,75.51
Westdeutsche Bundesländer,2001,Mann,65,15.94
Westdeutsche Bundesländer,2002,Mann,0,75.69
Westdeutsche Bundesländer,2002,Mann,65,16.02
Westdeutsche Bundesländer,2003,Mann,0,75.75
Westdeutsche Bundesländer,2003,Mann,65,16.05
Westdeutsche Bundesländer,2004,Mann,0,76.39
Westdeutsche Bundesländer,2004,Mann,65,16.51
Westdeutsche Bundesländer,2005,Mann,0,76.58
Westdeutsche Bundesländer,2005,Mann,65,16.62
Westdeutsche Bundesländer,2006,Mann,0,77
Westdeutsche Bundesländer,2006,Mann,65,16.9
Westdeutsche Bundesländer,2007,Mann,0,77.14
Westdeutsche Bundesländer,2007,Mann,65,17.03
Westdeutsche Bundesländer,2008,Mann,0,77.33
Westdeutsche Bundesländer,2008,Mann,65,17.1
Westdeutsche Bundesländer,2009,Mann,0,77.47
Westdeutsche Bundesländer,2009,Mann,65,17.21
Westdeutsche Bundesländer,2010,Mann,0,77.67
Westdeutsche Bundesländer,2010,Mann,65,17.35
Westdeutsche Bundesländer,2011,Mann,0,78
Westdeutsche Bundesländer,2011,Mann,65,17.62
Westdeutsche Bundesländer,2012,Mann,0,78.19
Westdeutsche Bundesländer,2012,Mann,65,17.65
Westdeutsche Bundesländer,2013,Mann,0,78.22
Westdeutsche Bundesländer,2013,Mann,65,17.64
Westdeutsche Bundesländer,1956,Total,0,68.49
Westdeutsche Bundesländer,1956,Total,65,13.14
Westdeutsche Bundesländer,1957,Total,0,68.53
Westdeutsche Bundesländer,1957,Total,65,13.14
Westdeutsche Bundesländer,1958,Total,0,69.33
Westdeutsche Bundesländer,1958,Total,65,13.58
Westdeutsche Bundesländer,1959,Total,0,69.51
Westdeutsche Bundesländer,1959,Total,65,13.69
Westdeutsche Bundesländer,1960,Total,0,69.3
Westdeutsche Bundesländer,1960,Total,65,13.37
Westdeutsche Bundesländer,1961,Total,0,69.82
Westdeutsche Bundesländer,1961,Total,65,13.79
Westdeutsche Bundesländer,1962,Total,0,70.06
Westdeutsche Bundesländer,1962,Total,65,13.72
Westdeutsche Bundesländer,1963,Total,0,70.01
Westdeutsche Bundesländer,1963,Total,65,13.51
Westdeutsche Bundesländer,1964,Total,0,70.69
Westdeutsche Bundesländer,1964,Total,65,14.07
Westdeutsche Bundesländer,1965,Total,0,70.63
Westdeutsche Bundesländer,1965,Total,65,13.77
Westdeutsche Bundesländer,1966,Total,0,70.67
Westdeutsche Bundesländer,1966,Total,65,13.83
Westdeutsche Bundesländer,1967,Total,0,70.91
Westdeutsche Bundesländer,1967,Total,65,13.93
Westdeutsche Bundesländer,1968,Total,0,70.56
Westdeutsche Bundesländer,1968,Total,65,13.5
Westdeutsche Bundesländer,1969,Total,0,70.39
Westdeutsche Bundesländer,1969,Total,65,13.5
Westdeutsche Bundesländer,1970,Total,0,70.63
Westdeutsche Bundesländer,1970,Total,65,13.69
Westdeutsche Bundesländer,1971,Total,0,70.8
Westdeutsche Bundesländer,1971,Total,65,13.86
Westdeutsche Bundesländer,1972,Total,0,71.04
Westdeutsche Bundesländer,1972,Total,65,13.95
Westdeutsche Bundesländer,1973,Total,0,71.27
Westdeutsche Bundesländer,1973,Total,65,14.06
Westdeutsche Bundesländer,1974,Total,0,71.62
Westdeutsche Bundesländer,1974,Total,65,14.19
Westdeutsche Bundesländer,1975,Total,0,71.53
Westdeutsche Bundesländer,1975,Total,65,14.09
Westdeutsche Bundesländer,1976,Total,0,72.03
Westdeutsche Bundesländer,1976,Total,65,14.37
Westdeutsche Bundesländer,1977,Total,0,72.72
Westdeutsche Bundesländer,1977,Total,65,14.81
Westdeutsche Bundesländer,1978,Total,0,72.73
Westdeutsche Bundesländer,1978,Total,65,14.76
Westdeutsche Bundesländer,1979,Total,0,73.19
Westdeutsche Bundesländer,1979,Total,65,15.02
Westdeutsche Bundesländer,1980,Total,0,73.44
Westdeutsche Bundesländer,1980,Total,65,15.14
Westdeutsche Bundesländer,1981,Total,0,73.67
Westdeutsche Bundesländer,1981,Total,65,15.2
Westdeutsche Bundesländer,1982,Total,0,74
Westdeutsche Bundesländer,1982,Total,65,15.39
Westdeutsche Bundesländer,1983,Total,0,74.26
Westdeutsche Bundesländer,1983,Total,65,15.49
Westdeutsche Bundesländer,1984,Total,0,74.84
Westdeutsche Bundesländer,1984,Total,65,15.85
Westdeutsche Bundesländer,1985,Total,0,75
Westdeutsche Bundesländer,1985,Total,65,15.87
Westdeutsche Bundesländer,1986,Total,0,75.25
Westdeutsche Bundesländer,1986,Total,65,16.01
Westdeutsche Bundesländer,1987,Total,0,75.66
Westdeutsche Bundesländer,1987,Total,65,16.33
Westdeutsche Bundesländer,1988,Total,0,75.88
Westdeutsche Bundesländer,1988,Total,65,16.48
Westdeutsche Bundesländer,1989,Total,0,76
Westdeutsche Bundesländer,1989,Total,65,16.53
Westdeutsche Bundesländer,1990,Total,0,76
Westdeutsche Bundesländer,1990,Total,65,16.5
Westdeutsche Bundesländer,1991,Total,0,76.18
Westdeutsche Bundesländer,1991,Total,65,16.69
Westdeutsche Bundesländer,1992,Total,0,76.56
Westdeutsche Bundesländer,1992,Total,65,16.93
Westdeutsche Bundesländer,1993,Total,0,76.54
Westdeutsche Bundesländer,1993,Total,65,16.85
Westdeutsche Bundesländer,1994,Total,0,76.83
Westdeutsche Bundesländer,1994,Total,65,17.04
Westdeutsche Bundesländer,1995,Total,0,76.94
Westdeutsche Bundesländer,1995,Total,65,17.08
Westdeutsche Bundesländer,1996,Total,0,77.11
Westdeutsche Bundesländer,1996,Total,65,17.14
Westdeutsche Bundesländer,1997,Total,0,77.49
Westdeutsche Bundesländer,1997,Total,65,17.4
Westdeutsche Bundesländer,1998,Total,0,77.8
Westdeutsche Bundesländer,1998,Total,65,17.52
Westdeutsche Bundesländer,1999,Total,0,77.98
Westdeutsche Bundesländer,1999,Total,65,17.66
Westdeutsche Bundesländer,2000,Total,0,78.24
Westdeutsche Bundesländer,2000,Total,65,17.86
Westdeutsche Bundesländer,2001,Total,0,78.56
Westdeutsche Bundesländer,2001,Total,65,18.09
Westdeutsche Bundesländer,2002,Total,0,78.64
Westdeutsche Bundesländer,2002,Total,65,18.11
Westdeutsche Bundesländer,2003,Total,0,78.68
Westdeutsche Bundesländer,2003,Total,65,18.09
Westdeutsche Bundesländer,2004,Total,0,79.27
Westdeutsche Bundesländer,2004,Total,65,18.55
Westdeutsche Bundesländer,2005,Total,0,79.39
Westdeutsche Bundesländer,2005,Total,65,18.6
Westdeutsche Bundesländer,2006,Total,0,79.74
Westdeutsche Bundesländer,2006,Total,65,18.83
Westdeutsche Bundesländer,2007,Total,0,79.88
Westdeutsche Bundesländer,2007,Total,65,18.96
Westdeutsche Bundesländer,2008,Total,0,79.95
Westdeutsche Bundesländer,2008,Total,65,18.95
Westdeutsche Bundesländer,2009,Total,0,80.05
Westdeutsche Bundesländer,2009,Total,65,19.02
Westdeutsche Bundesländer,2010,Total,0,80.22
Westdeutsche Bundesländer,2010,Total,65,19.14
Westdeutsche Bundesländer,2011,Total,0,80.49
Westdeutsche Bundesländer,2011,Total,65,19.37
Westdeutsche Bundesländer,2012,Total,0,80.62
Westdeutsche Bundesländer,2012,Total,65,19.35
Westdeutsche Bundesländer,2013,Total,0,80.58
Westdeutsche Bundesländer,2013,Total,65,19.31
Gesamt,1990,Frau,0,78.42
Gesamt,1990,Frau,65,17.58
Gesamt,1991,Frau,0,78.68
Gesamt,1991,Frau,65,17.79
Gesamt,1992,Frau,0,79.14
Gesamt,1992,Frau,65,18.12
Gesamt,1993,Frau,0,79.21
Gesamt,1993,Frau,65,18.14
Gesamt,1994,Frau,0,79.51
Gesamt,1994,Frau,65,18.35
Gesamt,1995,Frau,0,79.69
Gesamt,1995,Frau,65,18.47
Gesamt,1996,Frau,0,79.86
Gesamt,1996,Frau,65,18.56
Gesamt,1997,Frau,0,80.27
Gesamt,1997,Frau,65,18.86
Gesamt,1998,Frau,0,80.54
Gesamt,1998,Frau,65,19.01
Gesamt,1999,Frau,0,80.74
Gesamt,1999,Frau,65,19.18
Gesamt,2000,Frau,0,80.99
Gesamt,2000,Frau,65,19.38
Gesamt,2001,Frau,0,81.28
Gesamt,2001,Frau,65,19.59
Gesamt,2002,Frau,0,81.29
Gesamt,2002,Frau,65,19.59
Gesamt,2003,Frau,0,81.37
Gesamt,2003,Frau,65,19.61
Gesamt,2004,Frau,0,81.89
Gesamt,2004,Frau,65,20.06
Gesamt,2005,Frau,0,81.97
Gesamt,2005,Frau,65,20.1
Gesamt,2006,Frau,0,82.24
Gesamt,2006,Frau,65,20.31
Gesamt,2007,Frau,0,82.41
Gesamt,2007,Frau,65,20.45
Gesamt,2008,Frau,0,82.4
Gesamt,2008,Frau,65,20.41
Gesamt,2009,Frau,0,82.49
Gesamt,2009,Frau,65,20.47
Gesamt,2010,Frau,0,82.62
Gesamt,2010,Frau,65,20.59
Gesamt,2011,Frau,0,82.83
Gesamt,2011,Frau,65,20.82
Gesamt,2012,Frau,0,82.94
Gesamt,2012,Frau,65,20.8
Gesamt,2013,Frau,0,82.86
Gesamt,2013,Frau,65,20.74
Gesamt,1990,Mann,0,71.91
Gesamt,1990,Mann,65,13.94
Gesamt,1991,Mann,0,72.09
Gesamt,1991,Mann,65,14.12
Gesamt,1992,Mann,0,72.53
Gesamt,1992,Mann,65,14.39
Gesamt,1993,Mann,0,72.63
Gesamt,1993,Mann,65,14.35
Gesamt,1994,Mann,0,72.95
Gesamt,1994,Mann,65,14.57
Gesamt,1995,Mann,0,73.12
Gesamt,1995,Mann,65,14.59
Gesamt,1996,Mann,0,73.42
Gesamt,1996,Mann,65,14.72
Gesamt,1997,Mann,0,73.87
Gesamt,1997,Mann,65,14.99
Gesamt,1998,Mann,0,74.31
Gesamt,1998,Mann,65,15.17
Gesamt,1999,Mann,0,74.56
Gesamt,1999,Mann,65,15.35
Gesamt,2000,Mann,0,74.85
Gesamt,2000,Mann,65,15.56
Gesamt,2001,Mann,0,75.27
Gesamt,2001,Mann,65,15.86
Gesamt,2002,Mann,0,75.44
Gesamt,2002,Mann,65,15.93
Gesamt,2003,Mann,0,75.52
Gesamt,2003,Mann,65,15.98
Gesamt,2004,Mann,0,76.16
Gesamt,2004,Mann,65,16.44
Gesamt,2005,Mann,0,76.37
Gesamt,2005,Mann,65,16.55
Gesamt,2006,Mann,0,76.76
Gesamt,2006,Mann,65,16.82
Gesamt,2007,Mann,0,76.93
Gesamt,2007,Mann,65,16.95
Gesamt,2008,Mann,0,77.12
Gesamt,2008,Mann,65,17.05
Gesamt,2009,Mann,0,77.25
Gesamt,2009,Mann,65,17.13
Gesamt,2010,Mann,0,77.45
Gesamt,2010,Mann,65,17.27
Gesamt,2011,Mann,0,77.78
Gesamt,2011,Mann,65,17.54
Gesamt,2012,Mann,0,77.97
Gesamt,2012,Mann,65,17.58
Gesamt,2013,Mann,0,77.99
Gesamt,2013,Mann,65,17.56
Gesamt,1990,Total,0,75.35
Gesamt,1990,Total,65,16.17
Gesamt,1991,Total,0,75.56
Gesamt,1991,Total,65,16.37
Gesamt,1992,Total,0,76.01
Gesamt,1992,Total,65,16.67
Gesamt,1993,Total,0,76.09
Gesamt,1993,Total,65,16.65
Gesamt,1994,Total,0,76.39
Gesamt,1994,Total,65,16.85
Gesamt,1995,Total,0,76.56
Gesamt,1995,Total,65,16.91
Gesamt,1996,Total,0,76.79
Gesamt,1996,Total,65,17
Gesamt,1997,Total,0,77.22
Gesamt,1997,Total,65,17.28
Gesamt,1998,Total,0,77.57
Gesamt,1998,Total,65,17.43
Gesamt,1999,Total,0,77.8
Gesamt,1999,Total,65,17.59
Gesamt,2000,Total,0,78.06
Gesamt,2000,Total,65,17.78
Gesamt,2001,Total,0,78.41
Gesamt,2001,Total,65,18.02
Gesamt,2002,Total,0,78.48
Gesamt,2002,Total,65,18.03
Gesamt,2003,Total,0,78.55
Gesamt,2003,Total,65,18.04
Gesamt,2004,Total,0,79.13
Gesamt,2004,Total,65,18.49
Gesamt,2005,Total,0,79.26
Gesamt,2005,Total,65,18.55
Gesamt,2006,Total,0,79.6
Gesamt,2006,Total,65,18.77
Gesamt,2007,Total,0,79.75
Gesamt,2007,Total,65,18.89
Gesamt,2008,Total,0,79.83
Gesamt,2008,Total,65,18.91
Gesamt,2009,Total,0,79.93
Gesamt,2009,Total,65,18.97
Gesamt,2010,Total,0,80.09
Gesamt,2010,Total,65,19.08
Gesamt,2011,Total,0,80.36
Gesamt,2011,Total,65,19.32
Gesamt,2012,Total,0,80.5
Gesamt,2012,Total,65,19.32
Gesamt,2013,Total,0,80.46
Gesamt,2013,Total,65,19.27
