id,title,type,data,config,alt_text,new_data,status,dashboard,report,copyright,source_label,source_url,source_annotation,footnote
03-01-a,Anteil der Personen mit mindestens einem Abschluss im Sekundarbereich II nach Altersgruppen und Geschlecht 2016,Bar,03/01/age-groups.csv,"{
  ""filter"": ""datum.facet == 'Insgesamt' || datum.facet == 'Geschlecht'"",
  ""color"": ""facet_value"",
  ""colorSort"": ""none"",
  ""numberFormat"": ""%"",
  ""y"": ""facet_value"",
  ""sort"": ""none"",
  ""column"": ""age_group"",
  ""columnSort"": ""none"",
  ""columns"": 3
}","Die Abbildung zeigt den Anteil der Personen mit mindestens einem Abschluss im Sekundarbereich II im Jahr 2016 differenziert nach Alter und Geschlecht. 2016 konnten insgesamt 87 Prozent der 25- bis 64-Jährigen eine Hochschulreife oder eine abgeschlossene Berufsausbildung vorweisen. Der Anteil der Frauen liegt mit 85 Prozent unter dem Anteil der Männer von rund 88 Prozent. Frauen weisen jedoch einen zunehmenden Bildungserfolg auf. So haben die Frauen die Männer in der Altersgruppe der 25- bis 34-Jährigen bereits eingeholt. Der Anteil der Männer liegt hier bei knapp unter 87, der Anteil der Frauen bei knapp über 87 Prozent.",TRUE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Ergebnisse des Mikrozensus 2016.",
03-01-b,Anteil der Personen mit mindestens einem Abschluss im Sekundarbereich II nach Altersgruppen und Migrationshintergrund 2016,Bar,03/01/age-groups.csv,"{
  ""filter"": ""datum.facet == 'Insgesamt' || datum.facet == 'Migrationshintergrund'"",
  ""color"": ""facet_value"",
  ""colorSort"": ""none"",
  ""numberFormat"": ""%"",
  ""y"": ""facet_value"",
  ""sort"": ""none"",
  ""column"": ""age_group"",
  ""columnSort"": ""none"",
  ""columns"": 3
}","Die Abbildung zeigt den Anteil der Personen mit mindestens einem Abschluss im Sekundarbereich II im Jahr 2016 differenziert nach Alter und Migrationshintergrund. Rund 92 Prozent der Menschen ohne Migrationshintergrund haben mindestens einen Abschluss im Sekundarbereich II, bei Menschen mit Migrationshintergrund liegt der Anteil bei etwa 68 Prozent. Der Anteil der Migrantinnen und Migranten mit einem Abschluss im Sekundarbereich II nimmt bei den jüngeren Altersgruppen zu. So haben rund 74 Prozent der Menschen mit Migrationshintergrund im Alter von 25 bis 34 Jahren mindestens einen Abschluss im Sekundarbereich II. In der Altersgruppe der 55- bis 64-Jährigen liegt dieser Anteil bei 63,8 Prozent.",TRUE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Ergebnisse des Mikrozensus 2016.",
03-02-a,Entwicklung des Anteils der frühen Schulabgänger an allen Personen im Alter von 18 bis 24 Jahren nach Geschlecht,Line,03/02/facets.csv,"{
  ""filter"": ""datum.facet == 'Insgesamt' || datum.facet == 'Geschlecht'"",
  ""color"": ""facet_value"",
  ""numberFormat"": "".1%""
}","Die Abbildung zeigt die Entwicklung des Anteils der frühen Schulabgänger an allen Personen im Alter von 18 bis 24 Jahren im Zeitraum von 1999 bis 2016 insgesamt und differenziert nach Geschlecht. In diesem Zeitraum ist der Anteil der frühen Schulabgänger von 14,9 auf 10,3 Prozent gesunken. Der Anteil der frühen Schulabgänger von Männern liegt mit knapp unter elf Prozent höher als der von Frauen mit 9,8 Prozent.",TRUE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Ergebnisse des Mikrozensus 2016.",
03-02-b,Entwicklung des Anteils der frühen Schulabgänger an allen Personen im Alter von 18 bis 24 Jahren nach Migrationshintergrund,Line,03/02/facets.csv,"{
  ""filter"": ""year(datum.year) >= 2005 && (datum.facet == 'Insgesamt' || datum.facet == 'Migrationshintergrund')"",
  ""color"": ""facet_value"",
  ""numberFormat"": "".1%""
}","Die Abbildung zeigt die Entwicklung des Anteils der frühen Schulabgänger an allen Personen im Alter von 18 bis 24 Jahren im Zeitraum von 2005 bis 2016 differenziert nach Migrationshintergrund. Der Anteil der frühen Schulabgänger mit Migrationshintergrund ist in diesem Zeitraum von 24 auf 18,3 Prozent gesunken. Der Abstand des Anteils früher Schulabgänger mit und ohne Migrationshintergrund (7,3 Prozent) ist gegenüber dem Vorjahr größer geworden. ",TRUE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Ergebnisse des Mikrozensus 2016.",
03-03-a,Bildungsmobilität zwischen Eltern und Kindern 2016,Bar,03/03/facets.csv,"{
  ""filter"": ""datum.facet == 'Insgesamt'"",
  ""y"": ""children"",
  ""sort"": ""none"",
  ""color"": ""children"",
  ""colorSort"": ""none"",
  ""column"": ""parents"",
  ""columnSort"": ""none"",
  ""columns"": 3,
  ""numberFormat"": ""%""
}",,,"deprecated, replaced by static",FALSE,FALSE,,,,"Statistisches Bundesamt, Ergebnisse des Mikrozensus 2015.",
03-03-a14,Bildungsmobilität zwischen Eltern und Kindern 2016,Static,03/03/facets.csv,,"Die Abbildung zeigt die Bildungsmobilität zwischen Eltern und Kindern im Jahr 2016. Sieben von zehn Kindern, deren Eltern Abitur oder Fachhochschulreife haben, erreichen dies ebenfalls. Ebenso machen knapp zwei Drittel der Kinder, deren Eltern einen Haupt- oder Realschulabschluss haben, selbst einen solchen Abschluss. Der Anteil von Jugendlichen, die keinen Abschluss machen, ist in diesen Familien mit einem Anteil von 3,4 Prozent sehr gering. In Familien mit Eltern ohne Schulabschluss bleiben knapp 20 Prozent der Kinder auf dem gleichen Bildungsniveau wie ihre Eltern. 56 Prozent erreichen einen Hauptschulabschluss oder Realschulabschluss und gut 24 Prozent die Fachhochschulreife oder Hochschulreife.",TRUE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Ergebnisse des Mikrozensus 2016.",
03-03-a95,Bildungsmobilität zwischen Eltern und Kindern 1995,Static,03/03/facets.csv,,"Die Abbildung zeigt die Bildungsmobilität zwischen Eltern und Kindern im Jahr 1995. Knapp zwei Drittel der Kinder, deren Eltern Abitur oder Fachhochschulreife haben, erreichen dies ebenfalls. Rund 79 Prozent der Kinder, deren Eltern einen Haupt- oder Realschulabschluss haben, erreichen selbst einen solchen Abschluss. Knapp 19 Prozent dieser Kinder erreichen die Fachhochschulreife oder Hochschulreife. Der Anteil von Jugendlichen, die keinen Abschluss machen, ist in diesen Familien sehr gering. In Familien mit Eltern ohne Schulabschluss bleiben hingegen mehr als 18 Prozent der Kinder auf dem gleichen niedrigen Bildungsniveau wie ihre Eltern. Rund 74 Prozent erreichen einen Hauptschulabschluss oder Realschulabschluss und rund 8 Prozent die Fachhochschulreife oder Hochschulreife.",FALSE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Ergebnisse des Mikrozensus.",
03-03-b,Bildungsmobilität zwischen Eltern und Kindern in Familien mit Migrationshintergrund 2016,Bar,03/03/facets.csv,"{
  ""filter"": ""datum.facet == 'Ledige Kinder in Familien mit Migrationshintergrund'"",
  ""y"": ""children"",
  ""sort"": ""none"",
  ""color"": ""children"",
  ""colorSort"": ""none"",
  ""column"": ""parents"",
  ""columnSort"": ""none"",
  ""columns"": 3,
  ""numberFormat"": ""%""
}",-,,"deprecated, replaced by static",FALSE,FALSE,,,,"Statistisches Bundesamt, Mikrozensus, Sonderauswertung.",
03-03-b14,Bildungsmobilität zwischen Eltern und Kindern in Familien mit Migrationshintergrund 2016,Static,03/03/facets.csv,,"Die Abbildung zeigt die Bildungsmobilität zwischen Eltern und Kindern im Jahr 2015 in Familien mit Migrationshintergrund. Rund 33 Prozent der Kinder, deren Eltern die Hochschulreife haben, erreichen nur einen Haupt- oder Realschulabschluss, rund 3 Prozent schaffen gar keinen Schulabschluss. Rund zwei Drittel der Kinder, deren Eltern einen Haupt- oder Realschulabschluss haben, erreichen ebenfalls einen solchen Abschluss, rund 29 Prozent erlangen die Hochschulreife. Rund 62 Prozent der Kindern, deren Eltern keinen Schulabschluss haben, gelingt der Sprung zu einem Haupt- oder Realschulabschluss, rund 25 Prozent ein Sprung zur Fachhochschulreife oder Hochschulreife.",TRUE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Mikrozensus, Sonderauswertung.",
03-04-a,Weiterbildungsbeteiligung nach Altersgruppen 2007 und 2016,Slope,03/04/age-groups.csv,"{
  ""columns"": 3,
  ""column"": ""age_group"",
  ""columnSort"": ""none"",
  ""filter"": ""datum.age_group !== '65-69 Jahre'""
}","Die Abbildung zeigt die Weiterbildungsbeteiligung nach Altersgruppen in den Jahren 2007 und 2016. Die Weiterbildungsbeteiligung lag insgesamt bei 43 Prozent im Jahr 2007 und bei 50 Prozent im Jahr 2016. Dieser Anstieg betrifft alle Altersgruppen, besonders stark jedoch die 55- bis 64-Jährigen. Hier hat sich der Anteil zwischen 2007 und 2016 von 27 auf 44 Prozent erhöht.",TRUE,plotted,TRUE,TRUE,,,,Adult Education Survey 2007 und 2016.,Bis 2007: 19- bis 64-Jährige; ab 2010: 18- bis 64-Jährige.
03-04-b,Themenstruktur der verschiedenen Formen der Weiterbildung 2016,Bar,03/04/categories.csv,"{
  ""color"": ""type"",
  ""colorSort"": ""none"",
  ""numberFormat"": ""%"",
  ""sort"": ""none"",
  ""column"": ""type"",
  ""y"": ""category"",
  ""columns"": 3,
  ""minInnerWidth"": 250
}","Die Abbildung zeigt die Themenstruktur der Weiterbildung im Jahr 2016. In der betrieblichen Weiterbildung dominieren „Wirtschaft, Arbeit, Recht“ mit 39 Prozent und „Natur, Technik, Computer“ mit 24 Prozent. In der individuell berufsbezogenen Weiterbildung liegen „Wirtschaft, Arbeit, Recht“ und „Sprachen, Kultur und Politik“ mit jeweils 23 Prozent an der Spitze. In der nicht-berufsbezogenen Weiterbildung belegen die Teilnehmer am häufigsten Kurse im Bereich „Sprache, Kultur und Politik“ mit 38 Prozent sowie „Gesundheit und Sport“ mit 26 Prozent.",TRUE,plotted,TRUE,TRUE,,,,Adult Education Survey 2016.,
04-01-a,"Gewünschte, vereinbarte und tatsächliche Arbeitszeit von Frauen und Männern 2000 bis 2015",Slope,04/01/categories.csv,"{
  ""xScale"": ""time"",
  ""unit"": ""Wochenstunden"",
  ""filter"": ""(datum.year == 2000 || datum.year == 2005 || datum.year == 2010 || datum.year == 2015) && datum.facet == 'gender'"",
  ""column"": ""facet_value"",
  ""color"": ""category"",
  ""numberFormat"": "".1f"",
  ""zero"": false,
  ""confidence"": 95
}","Die Abbildung zeigt die Entwicklung der gewünschten, vereinbarten und tatsächlichen Arbeitszeit von Frauen und Männern im Zeitraum von 2000 bis 2015. Die tatsächliche Arbeitszeit von Männern ist in diesem Zeitraum von 43 auf 41,7 Stunden gesunken, die der Frauen von 33,4 auf 33,1. Sowohl Männer als auch Frauen arbeiten meist länger als vertraglich vereinbart. Bei Männern ist die gewünschte Arbeitszeit seit 2005 rückläufig und von 39,2 auf 37,9 Stunden im Jahr 2015 gesunken. Bei Frauen ist die gewünschte Arbeitszeit von 30,2 Stunden im Jahr 2000 auf 30,8 Stunden im Jahr 2015 gestiegen.",FALSE,plotted,TRUE,TRUE,,,,"Berechnungen des DIW Berlin, SOEPv32.1.",
04-01-b,"Gewünschte, vereinbarte und tatsächliche Arbeitszeit in ost- und westdeutschen Bundesländern 2015",Lollipop,04/01/categories.csv,"{
  ""numberFormat"": "".2f"",
  ""filter"": ""datum.year == 2015 && datum.facet == 'region'"",
  ""y"": ""facet_value"",
  ""column"": ""category"",
  ""color"": ""facet_value""
}","Die Abbildung zeigt die gewünschte, vereinbarte und tatsächliche Arbeitszeit in den ost- und westdeutschen Bundesländern im Jahr 2015. Die Menschen in den ostdeutschen Ländern arbeiten 38,9 Wochenstunden, die Menschen in den westdeutschen Ländern 37,3. Auch die gewünschte und vertraglich vereinbarte Arbeitszeit ist in Ostdeutschland höher als in den westdeutschen Bundesländern.",FALSE,plotted,TRUE,TRUE,,,,"Berechnungen des DIW Berlin, SOEPv32.1.",
04-01-c,"Gewünschte, vereinbarte und tatsächliche Arbeitszeit nach HH-Typen und Geschlecht",,,,-,-,data missing,,,,,,,
04-01-d,Tatsächliche Arbeitszeit von Männern und Frauen 2015,Lollipop,04/01/categories.csv,"{
  ""unit"": ""Wochenstunden"",
  ""filter"": ""datum.year == 2015 && datum.facet == 'gender' && datum.category == 'Tatsächliche Arbeitszeit'"",
  ""y"": ""facet_value"",
  ""column"": ""category"",
  ""color"": ""facet_value"",
  ""numberFormat"": "".2f""
}","Die Abbildung zeigt die tatsächliche Arbeitszeit von Männern und Frauen im Jahr 2015. Männer arbeiteten durchschnittlich rund 41,6 Stunden pro Woche. Frauen arbeiteten durchschnittlich etwa 32,6 Stunden pro Woche.",FALSE,plotted,FALSE,FALSE,,,,"Berechnungen des DIW Berlin, SOEPv32.1.",
04-02-a,Entwicklung der Ganztagsquoten,Line,04/02/preschool.csv,"{
  ""numberFormat"": "".1%"",
  ""color"": ""group""
}","Die Abbildung zeigt die Entwicklung der Ganztagsquoten im Zeitraum von 2006 bis 2016. Sowohl für Kinder unter drei Jahren als auch für Kinder im Alter von drei bis unter sechs Jahren zeichnet sich seit 2006 eine positive Entwicklung ab. So ist die Ganztagsquote der Unter-3-Jährigen von 6,5 Prozent im Jahr 2006 auf 18,3 Prozent im Jahr 2016 gestiegen. Die Ganztagsquote der 3- bis Unter-6-Jährigen hat sich im gleichen Zeitraum von 22,1 auf 44,8 Prozent erhöht.",FALSE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Statistik der Kinder und tätigen Personen in Tageseinrichtungen und in öffentlich geförderter Kindertagespflege.
",
04-02-b,Ganztagsquoten der Unter-3- und der 3- bis Unter-6-Jährigen auf Kreisebene 2016,KrsMap,04/02/districts.csv,"{
  ""column"": ""group"",
  ""columns"": 2,
  ""columnSort"": ""descending"",
  ""numberFormat"": "".1%"",
  ""filter"": ""datum.krs !== 'DE'"",
  ""legendTitle"": ""Ganztagsquote""
}",Die Abbildung zeigt anhand von zwei Deutschland-Karten die regionalen Unterschiede bei den Ganztagsquoten auf Kreisebene im Jahr 2016. Es zeigen sich starke Unterschiede zwischen den ost- und westdeutschen Bundesländern.,FALSE,"plotted, needs additional year facet, needs data update from Input/160704/Anfrage BKAmt.xlsx",TRUE,TRUE,,,,"Statistisches Bundesamt, Statistik der Kinder und tätigen Personen in Tageseinrichtungen und in öffentlich geförderter Kindertagespflege.
",
04-02-c,Entwicklung des Anteils der Kinder im Grundschulalter in Ganztagsschulen,Line,04/02/primary-school.csv,"{
  ""numberFormat"": "".1%"",
  ""xScale"": ""ordinal"",
  ""filter"": ""datum.group == 'Anteil der Kinder in Ganztagsgrundschulen'""
}",Die Abbildung zeigt die Entwicklung des Anteils der Kinder in Ganztagsschulen im Zeitraum von 2005/2006 bis 2015/2016. Der Anteil der Kinder in Ganztagsschulen ist in diesem Zeitraum von knapp zehn auf rund 33 Prozent gestiegen.,FALSE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt: Statistik der Kinder und tätigen Personen in Tageseinrichtungen und in öffentlich geförderter Kindertagespflege, verschiedene Jahrgänge. Sekretariat der Ständigen Konferenz der Kultusminister der Länder. Zusammenstellung Forschungsverbund DJI/TU Dortmund, 2016.",
04-02-d,Entwicklung des Anteils der Kinder im Grundschulalter in Horten,Line,04/02/primary-school.csv,"{
  ""filter"": ""datum.group == 'Anteil der Kinder im Grundschulalter in Horten'"",
  ""numberFormat"": "".1%""
}","Die Abbildung zeigt die Entwicklung des Anteils des Kinder im Grundschulalter in Horten im Zeitraum von 2006 bis 2016. Der Anteil hat sich in diesem Zeitraum von 10,6 rund 16,2 Prozent erhöht.",FALSE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt: Statistik der Kinder und tätigen Personen in Tageseinrichtungen und in öffentlich geförderter Kindertagespflege, verschiedene Jahrgänge. Sekretariat der Ständigen Konferenz der Kultusminister der Länder. Zusammenstellung Forschungsverbund DJI/TU Dortmund, 2016.",Erfasst werden Schulkinder unter elf Jahren.
04-03-a,Einschränkung der Erwerbstätigkeit wegen Kinderbetreuung und Pflege 2006 bis 2016,TimeBar,04/03/reasons.csv,"{
  ""filter"": ""datum.category == 'Einschränkung der Erwerbstätigkeit'"",
  ""color"": ""reason"",
  ""numberFormat"": ""%""
}","Die Abbildung zeigt die Entwicklung des Anteils der Personen, die ihre Erwerbstätigkeit aufgrund von Kinderbetreuung und Pflege einschränken im Zeitraum von 2006 und 2016. In diesem Zeitraum ist der Anteil von 17 auf knapp 25 Prozent gestiegen.",TRUE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Arbeitskräfteerhebung. ","Anteil der Teilzeitbeschäftigten, die als Hauptgrund für ihre Teilzeittätigkeit die Betreuung von pflegebedürftigen Personen, Menschen mit Behinderung oder Kindern angeben."
04-03-b,Aufgabe der Erwerbstätigkeit wegen Kinderbetreuung und Pflege 2006 bis 2016,TimeBar,04/03/reasons.csv,"{
  ""filter"": ""datum.category == 'Aufgabe der Erwerbstätigkeit'"",
  ""color"": ""reason"",
  ""numberFormat"": ""%""
}","Die Abbildung zeigt die Entwicklung des Anteils der Personen, die ihre Erwerbstätigkeit aufgrund von Kinderbetreuung und Pflege ganz aufgeben im Zeitraum von 2006 bis 2016. Der Anteil ist in diesem Zeitraum von rund 8 auf mehr als 12 Prozent gestiegen.",TRUE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Arbeitskräfteerhebung. ","Anteil der Nichterwerbstätigen, die als Hauptgrund für die Beendigung der letzten Tätigkeit die Betreuung von pflegebedürftigen Personen, Menschen mit Behinderung oder Kindern angeben."
04-04-aa,Entwicklung des Anteils der Erwerbstätigen mit einem Arbeitsweg über 30 Minuten,Line,04/04/germany.csv,"{
  ""filter"": ""datum.region == 'Deutschland' && datum.facet == 'Zeitaufwand' && datum.facet_value == '30 Minuten oder länger'""
}",Die Abbildung zeigt die Entwicklung des Anteils der Erwerbstätigen mit einem Arbeitsweg über 30 Minuten im Zeitraum von 1991 bis 2016. Der Anteil der Erwerbstätigen mit einem Arbeitsweg über 30 Minuten hat sich in diesem Zeitraum von 22 auf knapp 27 Prozent erhöht.,TRUE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Ergebnisse des Mikrozensus 2016.",
04-04-ab,Entwicklung des Anteils der Erwerbstätigen mit einem Arbeitsweg über 30 Minuten nach Lagetypen,Line,04/04/germany.csv,"{
  ""filter"": ""datum.region != 'Deutschland' && datum.year >= 2000 && datum.facet == 'Zeitaufwand' && datum.facet_value == '30 Minuten oder länger'"",
  ""column"": ""region"",
  ""columnSort"": ""none"",
  ""columns"": 2
}","Die Abbildung zeigt die Entwicklung des Anteils der Erwerbstätigen mit einem Arbeitsweg über 30 Minuten im Zeitraum von 2000 bis 2016. Differenziert wird dabei nach Lagetypen. In allen vier Lagetypen, ""sehr zentral"", ""zentral"", ""peripher"" und ""sehr peripher"" hat sich der Anteil der Erwerbstätigen mit einem Arbeitsweg über 30 Minuten zwischen 2000 und 2016 erhöht. Besonders deutlich war der Anstieg in sehr zentralen Lagen. Im Jahr 2000 benötigten in zentralen Lagen rund 26 Prozent der Erwerbstätigen länger als 30 Minuten für ihren Arbeitsweg. Im Jahr 2016 waren es etwa 32 Prozent. In zentralen und sehr peripheren Lagen benötigten im Jahr 2016 mehr als 24 Prozent der Erwerbstätigen länger als 30 Minuten für ihren Arbeitsweg, in peripheren Lagen mehr als 20 Prozent der Erwerbstätigen.",TRUE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Ergebnisse des Mikrozensus 2016.",
04-04-b,Nutzung verschiedener Verkehrsmittel durch Pendler 2000 und 2016,Slope,04/04/germany.csv,"{
  ""filter"": ""(datum.year == 2000 || datum.year == 2016) && datum.facet == 'Verkehrsmittel' && (datum.facet_value == 'Pkw' || datum.facet_value == 'Öffentliches Verkehrsmittel' || datum.facet_value == 'Fahrrad')"",
  ""column"": ""region"",
  ""columnSort"": ""none"",
  ""color"": ""facet_value"",
  ""columns"": 3
}","Die Abbildung zeigt die Nutzung verschiedener Verkehrsmittel durch Pendler in den Jahren 2000 und 2016 differenziert nach Lagetypen. 2016 fuhren gut 64 Prozent der Menschen mit dem eigenen Auto zur Arbeit, mehr als 13 Prozent benutzten die öffentlichen Verkehrsmittel, 9 Prozent das Fahrrad. In sehr zentralen Lagen ist ein Trend weg vom Auto hin zu öffentlichen Verkehrsmitteln und dem Fahrrad zu beobachten. Rund 57 Prozent der Pendler fuhren in sehr zentralen Lagen 2016 mit dem PKW zur Arbeit, 21 Prozent mit den öffentlichen Verkehrsmitteln und zehn Prozent mit dem Fahrrad. In peripheren und sehr peripheren Gebieten fuhren 2016 72 bzw. 71 Prozent der Pendler mit dem eigenen Auto zur Arbeit. 2002 waren es nur 67 bzw. 63 Prozent der Pendler. In den zentralen Lagen hat sich bei der Wahl der Fortbewegungsmittel nicht viel verändert. Hier pendeln knapp 70 Prozent der Menschen mit dem eigenen PKW.",TRUE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Ergebnisse des Mikrozensus 2016.","Ballungsräume: ""sehr zentral"", Einzugsgebiete von Großstädten: ""zentral"", ländlicher Raum: ""peripher und sehr peripher""
"
04-04-c,Nutzung verschiedener Verkehrsmittel durch Fernpendlern 2000 bis 2016,Slope,04/04/germany.csv,"{
  ""filter"": ""(datum.year == 2000 || datum.year == 2016) && datum.facet == 'Fernpendler'"",
  ""column"": ""region"",
  ""columnSort"": ""none"",
  ""color"": ""facet_value"",
  ""bandSize"": 65
}","Die Abbildung zeigt die Nutzung verschiedener Verkehrsmittel durch Fernpendler im Zeitraum von 2000 bis 2016 insgesamt und differenziert nach Lagetypen. Der Anteil an Fernpendlern, die mit den öffentlichen Verkehrsmitteln zu Arbeit fahren, ist in diesem Zeitraum von 29 auf 38 Prozent gestiegen. Der Anteil der Fernpendler, die ihren Arbeitsweg mit dem Auto zurücklegen, ist von 69 Prozent im Jahr 2000 auf 60 Prozent im Jahr 2016 gesunken. In allen vier Lagetypen ""sehr zentral"", ""zentral"", ""peripher"" und ""sehr peripher"" hat sich der Anteil der Fernpendler, die mit den öffentlichen Verkehrsmitteln zur Arbeit fahren, erhöht. Der Anteil der Pendler, der öffentliche Verkehrsmittel nutzt, ist in sehr zentralen Lagen am höchsten (rund 51 Prozent). Der Anteil der Autofahrer betrug in sehr zentralen Lagen 46 Prozent. In zentralen Lagen pendelten 63 Prozent mit dem Auto, in peripheren Lagen 74 Prozent und in sehr peripheren Lagen 82 Prozent.",TRUE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Ergebnisse des Mikrozensus 2016.",
05-01-a,Entwicklung der Haushaltnettoseinkommen in Euro,Line,05/01/region.csv,"{
  ""confidence"": 95,
  ""category"": ""datum.region"",
  ""numberFormat"": ""s""
}","Die Abbildung zeigt die Entwicklung des Haushaltsnettoeinkommens im Zeitraum von 1991 bis 2014. In diesem Zeitraum ist das Haushaltsnettoeinkommen von 18.100 Euro auf rund 19.800 Euro gestiegen. In den westdeutschen Bundesländern lag das Haushaltsnettoeinkommen 2014 bei rund 20.460 Euro, in den ostdeutschen Bundesländern bei etwa 17.050 Euro",FALSE,plotted,TRUE,TRUE,,,,"Berechnungen des DIW Berlin, SOEPv32.1.",Haushaltsnettoeinkommen in Preisen von 2010.
05-02-a,Gini-Koeffizient der Haushaltseinkommen 1991 bis 2014,Line,05/02/germany.csv,"{
  ""confidence"": 95,
  ""category"": ""datum.category"",
  ""numberFormat"": "".2f"",
  ""filter"": ""datum.category == 'Gini nach Steuern und Transfers'""
}","Die Abbildung zeigt die Entwicklung des Gini-Koeffizienten der Haushaltseinkommens im Zeitraum von 1991 bis 2014. Der Gini-Koeffizient der Haushalteinkommen hat sich in diesem Zeitraum von 0,25 auf 0,29 erhöht.",FALSE,plotted,TRUE,TRUE,,,,"Berechnungen des DIW Berlin, SOEPv32.1.",
05-02-b,Gini-Koeffizient der Haushaltsnettoeinkommen im OECD-Vergleich 2014,Bar,05/02/oecd.csv,"{
  ""y"": ""country"",
  ""numberFormat"": "".2f"",
  ""category"": ""datum.country_code == 'DEU' ? '1' : '0'"",
  ""showBarValues"": true
}","Die Abbildung zeigt einen OECD-Vergleich der Gini-Koeffizienten der Haushaltseinkommen im Jahr 2014. Der Gini-Koeffizient wird auf einer Skala von 0 bis 1 gemessen. Je größer der Wert, desto größer ist auch die Ungleichheit. Von den 35 dargestellten OECD-Ländern belegte Deutschland mit einem Wert von 0,29 Rang 13. Island, Slowenien und die Slowakei haben mit rund 0,25 den geringsten Gini-Koeffizienten der Haushaltseinkommen und Costa Rica mit 0,49 den höchsten.",TRUE,plotted,TRUE,TRUE,,,https://data.oecd.org/inequality/income-inequality.htm,"OECD (2017), Income inequality (indicator); doi: 10.1787/459aa7f1-en.",Letzter Zugriff am 9. November 2017. 
05-02-c,Gini-Koeffizient der Haushaltsnettoeinkommen vor und nach Steuern und Transfers 1991 bis 2014,Line,05/02/germany.csv,"{
  ""confidence"": 95,
  ""category"": ""datum.category"",
  ""numberFormat"": "".2f""
}","Die Abbildung zeigt die Entwicklung des Gini-Koeffizienten der Haushaltsnettoeinkommen vor und nach Berücksichtigung von Steuern und Transfers im Zeitraum von 1991 bis 2014. Der Gini-Koeffizient wird auf einer Skala von 0 bis 1 gemessen. Je größer der Wert, desto größer ist auch die Ungleichheit. Der Gini-Koeffizient der Haushaltseinkommen nach Berücksichtigung von Steuern und Transfers lag im gesamten Zeitraum deutlich unter dem vor Berücksichtigung von Steuern und Transfers. 2014 lag der Gini-Koeffizient vor Steuern und Transfer bei 0,49, der nach Steuern und Transfers bei 0,29.",FALSE,plotted,TRUE,TRUE,,,,"Berechnungen des DIW Berlin, SOEPv32.1",
05-02-d,Abgabenquote im internationalen Vergleich in Prozent des BIP 2015,Bar,05/02/contribution-ratio.csv,"{
  ""numberFormat"": "".0%"",
  ""y"": ""country"",
  ""category"": ""datum.country == 'Deutschland' ? '1' : '0'"",
  ""showBarValues"": true
}","Die Abbildung zeigt einen internationalen Vergleich der Abgabenquote im Jahr 2015. Deutschland liegt mit einer Abgabenquote von 36,9 Prozent im Mittelfeld und auf ähnlichem Niveau wie die Niederlande und Slowenien. Die geringste Abgabenquote hat Irland mit 23,6 Prozent, die höchste Dänemark mit rund 46,6 Prozent.",FALSE,plotted,TRUE,TRUE,,,,OECD 2015. Revenue Statistics 1965-2014. Bundesministerium der Finanzen 2016. Die wichtigsten Steuern im internationalen Vergleich 2015.,* Daten für Japan und Polen Stand 2014.
05-03-a,Gini-Koeffizienten der Vermögen in EU-15,Bar,05/03/euro15.csv,"{
  ""y"": ""country"",
  ""numberFormat"": "".2f"",
  ""category"": ""datum.country_code == 'DE' ? '1' : '0'"",
  ""sort"": ""descending"",
  ""showBarValues"": true,
  ""domain"": [0,1]
}","Die Abbildung zeigt einen Vergleich der Gini-Koeffizienten der Vermögen in den 15 Euro-Raum-Ländern. Deutschland belegt mit einem Gini-Koeffizienten von 0,76 Rang 14 der 15 Euro-Raum-Länder.",FALSE,plotted,TRUE,TRUE,,,,Sierminska und Medgyesi 2013. The Distributions of Wealth Between Households. European Commission Research Note 11/2013. ,"Die Daten wurden in einer für den Euro-Raum harmonisierten Haushaltsbefragung, dem Eurosystem Household Finance and Consumption Survey erhoben. Die Befragung fand in den Ländern in verschiedenen Jahren zwischen 2008 und 2011 statt."
05-04-a,Entwicklung der Armutsrisikoquote,Line,05/04/groups.csv,"{
  ""confidence"": 95,
  ""numberFormat"": "".1%"",
  ""filter"": ""datum.facet == 'Alle'""
}","Die Abbildung zeigt die Entwicklung der Armutsrisikoquote im Zeitraum von 1991 bis 2014. Die Armutsrisikoquote hat sich in diesem Zeitraum von 11,3 auf 15,8 Prozent erhöht.",FALSE,plotted,TRUE,TRUE,,,,"Berechnungen des DIW Berlin, SOEPv32.1.",
